show_id,title,release_type,genre,language,country,release_year,release_day,duration_minutes,number_of_seasons,total_episodes,budget_million_usd,marketing_spend_million_usd,cast_popularity_score,director_popularity_score,imdb_rating,critic_score,trailer_views_million,social_media_mentions_k,subscription_plan_popularity,watch_hours_million
NFX022346,Front-line disintermediate workforce,Movie,Sci-Fi,Korean,India,2025,Tuesday,100,0,1,63.39,17.41,5.55,1.37,6.2,72.2,48.46,195.75,Standard,265.64
NFX022347,Multi-tiered analyzing productivity,Series,Horror,Japanese,India,2021,Thursday,108,7,91,64.64,37.34,3.15,7.92,8.9,81.8,66.13,293.92,Premium,425.93
NFX022348,Extended tertiary matrices,Movie,Action,Spanish,USA,2024,Tuesday,127,0,1,8.78,4.13,4.1,9.35,6,57.8,12.91,90.33,Basic,135.27
NFX022349,Customizable logistical open system,Movie,Horror,Japanese,Japan,2015,Wednesday,152,0,1,54.28,15,5.83,6.79,6.9,66.8,46.33,175.69,Premium,290.45
NFX022350,Balanced exuding knowledgebase,Series,Thriller,Hindi,Canada,2020,Friday,123,4,36,14.01,7.8,7.49,9.82,8.5,94.8,29.75,156.78,Basic,240.05
NFX022351,Ameliorated bifurcated model,Series,Sci-Fi,Korean,Spain,2024,Sunday,83,5,50,30.62,6.64,8.64,7.53,6.6,57.8,29.11,147.58,Basic,203.05
NFX022352,Secured maximized Local Area Network,Series,Drama,Korean,India,2016,Monday,121,7,91,69.22,32.1,6.75,9.56,6.7,65.3,65.57,289.13,Standard,438.04
NFX022353,Ameliorated uniform interface,Series,Comedy,Hindi,USA,2016,Wednesday,87,2,12,39.94,6.84,6.24,3.43,5.3,37.1,30.81,121.97,Standard,179.51
NFX022354,Multi-lateral bandwidth-monitored time-frame,Series,Documentary,Hindi,Spain,2021,Wednesday,119,2,28,42.53,22.78,1.05,8.11,5,43.5,44.25,170.18,Basic,206.06
NFX022355,Stand-alone encompassing software,Series,Documentary,German,Japan,2016,Saturday,163,2,24,85.95,40.08,5.34,7.67,6.9,70.9,84.46,321.04,Standard,402.41
NFX022356,Stand-alone national website,Movie,Thriller,English,Canada,2021,Thursday,98,0,1,5,1.1,5.08,3.51,7.2,81.2,12.02,114.4,Basic,146.08
NFX022357,Balanced human-resource paradigm,Movie,Fantasy,English,Spain,2023,Monday,98,0,1,36.56,7.55,5.26,5.73,5.8,54,20.93,119.54,Standard,109.57
NFX022358,Open-architected holistic portal,Movie,Documentary,French,Japan,2015,Wednesday,130,0,1,24.28,5.84,5.9,6.56,6.5,72.8,20.58,106.68,Basic,179.48
NFX022359,Vision-oriented full-range system engine,Movie,Sci-Fi,Hindi,India,2025,Thursday,132,0,1,46.17,26.18,2.32,7.23,6.1,64.1,44.13,166.02,Standard,224.39
NFX022360,Up-sized zero tolerance solution,Series,Horror,French,South Korea,2016,Monday,99,2,18,74.99,44.64,5.13,4.81,4.5,44.8,89.76,351.85,Basic,400.34
NFX022361,Customizable zero tolerance benchmark,Series,Fantasy,Hindi,Canada,2024,Monday,105,5,45,50.75,25.58,2.39,3.71,7,60,54.72,186.83,Premium,300.13
NFX022362,Inverse disintermediate moratorium,Movie,Horror,Japanese,USA,2026,Saturday,115,0,1,38.19,22.63,1.75,3.89,5.7,52.7,47.32,174.34,Basic,220.51
NFX022363,Mandatory composite success,Series,Sci-Fi,German,UK,2015,Tuesday,137,2,20,59.75,11.4,7.32,3.38,6.6,69.1,36.21,232.64,Premium,217.68
NFX022364,Vision-oriented global policy,Series,Horror,Spanish,USA,2017,Monday,139,3,39,44.25,10.78,9.49,4.81,6,49,45.29,189.29,Premium,318.46
NFX022365,Compatible motivating data-warehouse,Movie,Thriller,Hindi,UK,2022,Tuesday,108,0,1,47.11,22.1,5.51,8.94,8.3,75.7,48.15,231.8,Basic,274.68
NFX022366,Adaptive transitional hub,Movie,Drama,German,USA,2017,Friday,80,0,1,29,11.49,8.29,9.43,8.4,64.9,33.59,193.72,Premium,248.07
NFX022367,Networked incremental product,Movie,Fantasy,Japanese,USA,2021,Friday,110,0,1,46.44,13.43,9.76,2.13,7,74.6,36.14,238.79,Basic,266.31
NFX022368,Realigned asymmetric array,Movie,Drama,English,South Korea,2015,Wednesday,149,0,1,30.3,16.82,3.98,8.59,8.2,91.2,44.95,184.83,Basic,265.69
NFX022369,Reduced client-server definition,Series,Documentary,Japanese,USA,2022,Friday,127,1,12,36.8,19.75,7.5,9.2,9.3,98,51.34,226.23,Standard,257.22
NFX022370,User-friendly coherent capacity,Series,Romance,Korean,India,2023,Thursday,129,6,54,54.94,22.32,3.48,1.48,4.8,43.7,47.17,195.41,Basic,360.68
NFX022371,Cross-platform directional extranet,Movie,Thriller,Hindi,USA,2023,Thursday,99,0,1,6.98,3.21,7.51,6.36,7.6,61.8,27.55,125.96,Premium,94.84
NFX022372,Persevering dedicated budgetary management,Movie,Fantasy,English,Japan,2021,Friday,102,0,1,79.81,16.84,2.88,9.05,7,73.1,34.19,145.25,Basic,245.31
NFX022373,Total transitional implementation,Series,Thriller,English,UK,2024,Tuesday,102,6,78,33.47,8.38,7.11,1.77,6.7,62,42.8,169.54,Premium,301.03
NFX022374,Ameliorated bifurcated firmware,Movie,Drama,Hindi,UK,2019,Monday,117,0,1,71.32,12.84,5.33,4.97,8.5,75.9,29.13,178.51,Basic,259.01
NFX022375,Upgradable next generation encryption,Series,Documentary,Hindi,Japan,2024,Wednesday,102,6,78,46.22,23.62,2.49,9.04,7.8,72.9,44.2,193.14,Basic,299.34
NFX022376,Versatile regional info-mediaries,Series,Romance,Hindi,UK,2016,Thursday,165,7,98,17.24,3.82,5.64,9.49,6.5,60.8,27.34,119.9,Standard,193.56
NFX022377,Future-proofed heuristic conglomeration,Movie,Drama,Spanish,USA,2018,Monday,142,0,1,60.03,13.3,6.5,1.72,5.3,61,36.17,178.94,Basic,187.67
NFX022378,Vision-oriented mission-critical leverage,Series,Fantasy,English,India,2016,Tuesday,101,6,78,22.75,11.29,4.05,8.01,7.9,67.4,26.32,151.35,Basic,273.69
NFX022379,Seamless well-modulated implementation,Series,Documentary,French,Spain,2019,Wednesday,105,1,9,49.55,7.71,2.33,6.23,6,64.3,17.28,44.52,Basic,206.03
NFX022380,Digitized optimizing moderator,Movie,Fantasy,Korean,India,2020,Saturday,175,0,1,36.28,8.95,2.35,8.66,7.5,90.2,17.43,71.47,Basic,158.38
NFX022381,Re-engineered intangible pricing structure,Movie,Action,English,UK,2023,Friday,120,0,1,27.6,9.82,2.1,6.05,4.5,47,21.55,86.82,Premium,148.24
NFX022382,Persevering zero-defect software,Movie,Comedy,Spanish,Canada,2024,Tuesday,119,0,1,36.4,17.16,5.45,5.25,7.5,76.6,43.21,179.99,Basic,275.58
NFX022383,Multi-channeled uniform analyzer,Movie,Thriller,Hindi,Canada,2017,Sunday,89,0,1,35.91,11.53,7.91,9.38,9,90.6,30.73,163.45,Premium,220.15
NFX022384,Upgradable asymmetric capability,Movie,Fantasy,Hindi,Canada,2015,Thursday,107,0,1,66.8,29.8,2.67,4.45,7,67.3,62.96,206.71,Standard,300.07
NFX022385,Persistent client-driven policy,Movie,Action,Japanese,India,2018,Thursday,123,0,1,53.99,20.88,5.34,5.59,7.5,89.3,47.8,206.84,Basic,238.67
NFX022386,Managed mobile hardware,Series,Romance,French,Canada,2021,Friday,91,3,30,59.21,13.51,9.67,8.29,8.9,91.8,45.75,228.91,Standard,310.46
NFX022387,Object-based client-driven productivity,Movie,Fantasy,French,Japan,2019,Thursday,134,0,1,28.56,8.8,9.77,8.48,9.1,100,33.39,182.74,Standard,222.7
NFX022388,Multi-lateral multi-state orchestration,Movie,Action,Korean,South Korea,2015,Monday,75,0,1,47.76,18.82,9.95,6.62,5.7,51,42.22,246.03,Basic,226.36
NFX022389,Front-line bi-directional workforce,Movie,Comedy,Japanese,USA,2026,Sunday,88,0,1,86.95,14.15,2.86,7.75,5.7,58.4,25.83,166.47,Premium,199.22
NFX022390,Extended systematic product,Movie,Action,Korean,UK,2016,Saturday,67,0,1,25.92,14.69,7.56,4.51,6.2,64.3,42.85,190.3,Premium,227.68
NFX022391,Front-line discrete throughput,Movie,Comedy,Spanish,India,2015,Wednesday,117,0,1,68.08,24.56,7.69,7.3,7.8,66.8,55.86,256.66,Basic,288.72
NFX022392,De-engineered well-modulated moderator,Movie,Fantasy,Hindi,Canada,2026,Wednesday,138,0,1,17.94,10.75,4.33,9.2,6.8,68.1,27.26,91.47,Basic,172.44
NFX022393,Multi-layered modular moratorium,Series,Action,Korean,USA,2015,Thursday,83,5,70,58.2,29.54,9.57,1.61,6.5,68,74.34,298.53,Basic,386.35
NFX022394,Intuitive background contingency,Movie,Horror,French,Spain,2021,Saturday,132,0,1,63.36,27.15,1.82,2.77,4.9,39.3,54.62,180.37,Standard,281.37
NFX022395,Cloned incremental analyzer,Series,Thriller,German,UK,2023,Thursday,121,2,14,35.52,6.19,4.39,7.12,7.5,63.2,23.53,109.99,Basic,175.75
NFX022396,Integrated 6thgeneration policy,Series,Comedy,Hindi,South Korea,2025,Thursday,102,6,66,68.34,13.57,5.11,6.86,6.3,56.7,42.9,159.43,Basic,299.92
NFX022397,Organic uniform support,Series,Fantasy,German,UK,2015,Sunday,85,2,24,54.15,10.06,3.01,2.28,5.2,52.6,22.81,68.46,Premium,164.25
NFX022398,Phased heuristic open system,Movie,Sci-Fi,Spanish,Canada,2020,Thursday,85,0,1,48.07,12.52,6.26,6.57,5.9,55.8,25.03,158.81,Basic,223.52
NFX022399,Profound global collaboration,Series,Documentary,French,India,2017,Thursday,119,4,44,82.49,47.06,3.82,4.61,5.5,63.2,88.04,338.77,Basic,436.44
NFX022400,Total radical function,Movie,Fantasy,Hindi,South Korea,2015,Monday,99,0,1,40.69,14.92,2.71,9.93,6.6,71.9,31.5,100.61,Basic,225.3
NFX022401,Ameliorated heuristic infrastructure,Movie,Fantasy,German,USA,2026,Saturday,119,0,1,25.72,10.03,5.83,7.33,6.4,62.1,27.26,161.88,Premium,191.1
NFX022402,Digitized logistical circuit,Series,Thriller,German,UK,2017,Saturday,124,2,12,32.91,8.74,9.48,9.76,7.9,75.1,30.22,220.06,Basic,239.73
NFX022403,Extended mobile hardware,Movie,Documentary,Spanish,Canada,2022,Saturday,118,0,1,28.07,10.36,7.38,1.56,6,49.1,35.51,141,Basic,167.35
NFX022404,Cross-group optimal service-desk,Series,Horror,Korean,UK,2026,Tuesday,120,6,66,41.85,20.46,10,4.13,7.1,63.4,57.37,255.85,Basic,338.68
NFX022405,Cloned reciprocal knowledgebase,Series,Thriller,Hindi,South Korea,2019,Tuesday,103,3,42,46.5,27.84,3.19,1.95,4.8,56.4,59.87,248.31,Premium,339.59
NFX022406,Monitored solution-oriented project,Series,Thriller,Japanese,Spain,2024,Thursday,110,5,70,20.29,3.19,8.27,7.23,7.5,78.1,26.07,131.9,Standard,268.74
NFX022407,Public-key zero-defect contingency,Movie,Documentary,Spanish,UK,2020,Saturday,112,0,1,63.39,34.47,4.51,1.84,6.1,55.7,63.77,291.72,Standard,355.83
NFX022408,Reactive executive firmware,Movie,Thriller,Spanish,Japan,2015,Wednesday,103,0,1,68.04,39.18,8.95,1.04,6.5,63.6,88.98,393.42,Standard,391.37
NFX022409,Managed mission-critical encoding,Movie,Fantasy,Hindi,South Korea,2026,Monday,82,0,1,57.69,13.57,9.65,3.49,6.9,89.8,38.58,271.64,Standard,255.51
NFX022410,Triple-buffered well-modulated superstructure,Movie,Documentary,Spanish,India,2024,Sunday,104,0,1,30.92,13.62,3.89,6.73,6,62,30.8,155.06,Premium,205.35
NFX022411,Polarized homogeneous capability,Series,Action,English,South Korea,2016,Sunday,128,4,24,13.87,2.25,2.65,4.41,6,58.7,15.6,40.85,Premium,159.73
NFX022412,Future-proofed 5thgeneration Graphical User Interface,Movie,Drama,Korean,Japan,2016,Tuesday,80,0,1,71.74,16.19,9.39,3.04,7.7,85.2,53.46,224.89,Basic,298.5
NFX022413,Focused contextually-based capability,Series,Drama,Korean,Japan,2023,Sunday,128,4,56,76.62,33.74,5.96,6.19,7.3,86.6,67.65,288.7,Standard,424.98
NFX022414,Monitored empowering definition,Movie,Drama,Spanish,India,2017,Friday,118,0,1,16.34,4.56,9.62,9.76,6.9,55.4,28.16,133.46,Standard,184.73
NFX022415,Sharable upward-trending emulation,Series,Horror,Japanese,Spain,2026,Thursday,68,1,13,49.17,24.94,9.45,3.9,6.8,55.4,66.47,328.49,Basic,348.69
NFX022416,Reverse-engineered well-modulated array,Movie,Comedy,French,Canada,2017,Thursday,88,0,1,33.77,7.76,7.91,9.9,7.8,79.9,32.19,189.77,Basic,197.07
NFX022417,Function-based optimizing projection,Movie,Sci-Fi,English,Canada,2017,Friday,102,0,1,32.01,18.78,8.3,6.16,9.1,80.8,45.69,283.56,Premium,254.8
NFX022418,Universal asymmetric capability,Movie,Sci-Fi,Spanish,South Korea,2022,Friday,112,0,1,67.29,24.62,3.96,4.99,6,58.4,54.08,219.57,Premium,321.69
NFX022419,Persistent secondary contingency,Series,Comedy,Spanish,Canada,2017,Sunday,121,6,48,76.56,42.75,4.84,7.04,5.2,44.5,78.08,316.07,Basic,491.99
NFX022420,Public-key hybrid orchestration,Movie,Thriller,Hindi,Japan,2019,Sunday,108,0,1,7.56,1.64,1.82,8.75,5.9,48.3,6.88,30.12,Standard,74.47
NFX022421,Diverse stable implementation,Series,Documentary,Korean,UK,2025,Monday,96,3,36,44.24,14.76,7.29,3.33,5.9,50.5,44.47,188.02,Standard,254.1
NFX022422,Balanced tertiary implementation,Series,Fantasy,Japanese,South Korea,2024,Wednesday,122,7,63,20,4.12,1.83,4.55,4.9,41.6,5.38,59.32,Basic,148.69
NFX022423,Multi-layered disintermediate complexity,Movie,Fantasy,Spanish,Japan,2025,Saturday,114,0,1,70.07,17.75,8.66,5.69,6.4,79.1,55.74,243.5,Basic,323.86
NFX022424,Team-oriented transitional process improvement,Series,Horror,German,Canada,2018,Friday,127,7,77,38.79,8.72,1.83,5.03,6,65.1,18.95,73.26,Premium,188.65
NFX022425,Programmable transitional project,Series,Horror,German,Japan,2025,Monday,91,7,70,53.49,21.69,2.25,4.83,4.8,50,44.67,185.47,Standard,352.15
NFX022426,Multi-channeled 3rdgeneration archive,Series,Comedy,Spanish,Spain,2019,Thursday,173,6,48,36.9,11.59,5.45,8.74,7.9,82.2,34.71,141.33,Basic,265.09
NFX022427,Universal high-level algorithm,Series,Romance,German,USA,2025,Sunday,149,7,42,59.78,35.27,1.83,5.11,5.5,58.4,70.21,253.83,Basic,435.34
NFX022428,Versatile incremental encoding,Series,Action,Hindi,USA,2016,Wednesday,78,6,66,47.53,26.65,4.91,5.9,5.2,67.6,59.37,257.94,Premium,375.03
NFX022429,Open-source client-server throughput,Series,Sci-Fi,Hindi,Canada,2024,Sunday,103,3,30,61.71,28.41,8.32,5.34,6.1,72.6,64.18,282.88,Premium,363.65
NFX022430,Customer-focused dedicated Graphical User Interface,Series,Documentary,Korean,Japan,2023,Wednesday,85,7,56,29.3,14.88,1.47,6.02,8.6,89.2,40.89,117.79,Standard,299.57
NFX022431,Business-focused executive encoding,Movie,Documentary,German,Japan,2026,Tuesday,99,0,1,44.46,25.21,3.89,6.91,7.2,66.5,55.23,209.28,Standard,297.7
NFX022432,Triple-buffered local time-frame,Series,Thriller,Korean,Canada,2017,Wednesday,86,3,36,56.95,18.48,6.14,7.81,7.5,68.1,48.86,242.24,Premium,319.88
NFX022433,Centralized bi-directional success,Series,Documentary,German,India,2017,Saturday,123,2,12,43.72,14.13,6.59,5.14,8,73.2,36.1,185.36,Standard,259.27
NFX022434,Advanced mission-critical complexity,Series,Drama,Japanese,USA,2017,Monday,136,6,54,40.65,8.95,2.82,7.21,6.3,55.5,26.96,66.71,Premium,242.77
NFX022435,Reactive contextually-based architecture,Series,Horror,German,Canada,2020,Friday,79,4,56,23.44,6.08,4.18,8.76,6,56.4,13.46,119.02,Premium,160.35
NFX022436,Assimilated heuristic initiative,Movie,Drama,Spanish,South Korea,2020,Friday,70,0,1,41.32,21.18,8.32,2.94,7,73.4,57.58,249.91,Premium,266.34
NFX022437,Quality-focused mobile application,Movie,Romance,English,Spain,2023,Friday,133,0,1,79.25,46.4,7.03,6.96,6.6,54.9,95.47,365.35,Standard,419.79
NFX022438,Intuitive 24hour productivity,Movie,Horror,French,UK,2018,Wednesday,149,0,1,39.56,6.55,4.87,3.92,6.1,42.6,24.05,105.99,Standard,143.37
NFX022439,Universal intermediate software,Movie,Thriller,Japanese,USA,2026,Thursday,143,0,1,36.47,5.75,5.8,1.84,6.8,66.1,17.48,89.87,Standard,180.15
NFX022440,Integrated fresh-thinking task-force,Series,Fantasy,Hindi,South Korea,2026,Saturday,60,1,9,43.77,16.18,9.78,1.82,8,68.5,53.88,224.94,Standard,310.71
NFX022441,De-engineered eco-centric website,Series,Horror,German,Japan,2016,Wednesday,71,6,42,62.05,23.95,8.83,7.12,7.2,77.7,66.58,269.84,Premium,387.51
NFX022442,Quality-focused global adapter,Series,Romance,French,Spain,2023,Wednesday,78,2,18,45.15,8.25,8.21,9.98,8.2,70.6,35.76,171.09,Basic,287.11
NFX022443,Future-proofed background info-mediaries,Series,Horror,French,Spain,2022,Sunday,124,2,12,34.64,19.15,4.29,3.57,6.5,63.7,41.59,194.82,Basic,254.24
NFX022444,Vision-oriented contextually-based system engine,Series,Romance,Korean,Canada,2019,Wednesday,131,3,30,25.82,12.75,8.63,4.47,7.6,82.6,40.24,214.8,Premium,250.14
NFX022445,Multi-layered user-facing firmware,Series,Action,German,Spain,2022,Friday,130,7,70,30.59,12.66,6.35,1.95,6.4,60.4,35.97,201.4,Basic,256.94
NFX022446,Pre-emptive multimedia encoding,Series,Fantasy,French,South Korea,2020,Friday,90,5,35,24.02,8.42,2.24,7.82,6.5,66.4,24.71,76.14,Premium,197.83
NFX022447,Visionary regional archive,Movie,Drama,Korean,USA,2025,Wednesday,97,0,1,44.93,7.95,7.35,2.39,7.1,75.7,26.18,167.92,Premium,224.34
NFX022448,Profit-focused client-driven synergy,Movie,Romance,Hindi,India,2021,Thursday,115,0,1,42.34,23.87,7.26,5.77,6.6,58.7,63.15,288.34,Standard,310.68
NFX022449,Managed value-added software,Series,Comedy,French,India,2021,Friday,136,3,30,56.46,13.89,5.53,9.5,5.9,44.5,34.51,177.19,Premium,265.72
NFX022450,Cross-platform static conglomeration,Movie,Drama,French,UK,2021,Sunday,95,0,1,35.19,17.25,9.08,2.39,4,31.9,46.03,219.89,Premium,196.38
NFX022451,Fundamental actuating hub,Movie,Drama,German,Canada,2015,Friday,126,0,1,86.94,36.92,9.43,5.34,9,87.7,90.23,364.48,Standard,489.58
NFX022452,Inverse bifurcated policy,Movie,Romance,English,UK,2018,Friday,106,0,1,67.29,34.3,1.67,8.09,5.4,65.1,65.93,231.69,Standard,302.4
NFX022453,Mandatory homogeneous analyzer,Series,Action,Hindi,Canada,2018,Sunday,115,3,21,66.1,12.97,1.51,8.11,4.9,41.4,17.46,120.39,Basic,220.23
NFX022454,Pre-emptive maximized knowledge user,Series,Documentary,Korean,India,2024,Friday,101,4,28,46.65,13.68,2.05,4.56,4.8,48.5,23.91,105.93,Standard,218.18
NFX022455,Object-based responsive Graphic Interface,Movie,Sci-Fi,German,USA,2019,Saturday,122,0,1,61.62,18.34,1.82,3.55,6.4,63.7,34.32,111.57,Standard,240.59
NFX022456,Seamless national instruction set,Movie,Drama,Spanish,USA,2016,Sunday,112,0,1,61.11,16.87,6.77,8.94,6.1,70.9,32.3,203.32,Basic,233.52
NFX022457,Team-oriented analyzing middleware,Movie,Horror,English,Spain,2016,Thursday,93,0,1,61.44,17.96,1.68,1.94,4.9,48.9,35.76,141.99,Basic,220.6
NFX022458,Optional mission-critical standardization,Series,Romance,Korean,UK,2024,Tuesday,135,1,7,33.71,12.94,7.64,3.7,6,43,43,192.45,Basic,188.48
NFX022459,Robust even-keeled task-force,Movie,Drama,Japanese,Spain,2026,Thursday,135,0,1,10.46,6.16,7.62,9.67,9.7,99.4,33.7,176.79,Basic,223.45
NFX022460,Ergonomic zero-defect portal,Series,Fantasy,German,Spain,2017,Tuesday,139,3,33,90.56,39.3,1.91,4.9,7.5,66.3,81,230.84,Standard,395.39
NFX022461,User-centric disintermediate challenge,Movie,Horror,English,India,2020,Tuesday,132,0,1,23.78,14,8.3,1.63,5.4,60.4,46.5,201.14,Basic,220.82
NFX022462,Robust bottom-line info-mediaries,Series,Horror,Spanish,India,2015,Sunday,149,4,56,28.53,12.89,4.17,7.03,7.6,72.8,32.78,151.65,Basic,253.63
NFX022463,Self-enabling multimedia function,Series,Horror,Japanese,UK,2020,Wednesday,106,5,70,46.09,19.39,5.7,1.3,5.3,48.1,40.15,192.17,Premium,271.6
NFX022464,Adaptive national encoding,Movie,Comedy,Spanish,Spain,2016,Monday,139,0,1,77.18,20.19,9,4.33,6.8,71.7,52.87,218.89,Premium,215.59
NFX022465,Customer-focused actuating monitoring,Series,Drama,Korean,UK,2016,Wednesday,106,1,13,58.43,26.07,4.09,7.87,6.9,79.5,61.74,206.55,Premium,375.59
NFX022466,Universal impactful support,Series,Romance,English,Spain,2019,Tuesday,98,3,21,30.78,12.26,3.41,7.68,8.4,74.2,27.81,160.75,Standard,235.4
NFX022467,Synergistic coherent toolset,Movie,Thriller,Spanish,India,2016,Monday,105,0,1,80.06,45.21,8.57,1.06,5.9,52.7,93.62,400.82,Basic,425.07
NFX022468,Vision-oriented motivating secured line,Movie,Horror,French,USA,2023,Tuesday,120,0,1,32.53,8.53,5.96,9.49,6.4,69.6,28.48,95.28,Standard,193.73
NFX022469,Versatile systemic info-mediaries,Series,Thriller,Hindi,UK,2023,Wednesday,65,3,18,29.86,6.16,2.5,6.16,7.1,78.3,14.68,88.47,Basic,181.77
NFX022470,Multi-tiered incremental system engine,Series,Sci-Fi,Japanese,UK,2016,Tuesday,101,6,36,36.15,9.85,3.28,8.2,6.7,62.7,25.31,120.84,Standard,261.48
NFX022471,Multi-tiered asymmetric knowledge user,Movie,Action,Korean,South Korea,2023,Thursday,96,0,1,39.64,8.61,8.34,4.57,7.7,80,40.72,211.35,Basic,249.21
NFX022472,Centralized multimedia standardization,Series,Documentary,Korean,USA,2015,Tuesday,108,6,66,62.55,28.77,7.44,3.76,6.6,63.3,63.29,277.22,Basic,378.04
NFX022473,Virtual grid-enabled function,Movie,Drama,French,South Korea,2015,Monday,102,0,1,58.7,23.56,6.37,8.46,7.2,83.7,52.13,201.07,Basic,259.32
NFX022474,Proactive directional extranet,Movie,Thriller,Korean,Japan,2019,Thursday,99,0,1,40.61,16.81,2.26,1.44,4.4,44.2,44.15,131.48,Standard,267.08
NFX022475,Fully-configurable reciprocal initiative,Movie,Sci-Fi,Japanese,UK,2026,Sunday,110,0,1,40.09,23.75,8.06,9.01,8.2,77.7,56.46,297.12,Standard,270.3
NFX022476,Profound 24hour algorithm,Movie,Sci-Fi,French,Spain,2016,Saturday,86,0,1,30.23,10.5,2.08,9.22,5.6,65,18.46,86.02,Premium,120.63
NFX022477,Cloned 24/7 complexity,Movie,Action,Japanese,UK,2015,Wednesday,132,0,1,34.11,7.52,8.59,6.48,7.9,94.2,22.22,166.82,Standard,188.1
NFX022478,Versatile client-driven throughput,Movie,Thriller,Japanese,South Korea,2021,Friday,60,0,1,71.81,31.77,7.02,8.01,8.4,88.1,80.88,252.71,Premium,355.05
NFX022479,Reduced radical capacity,Series,Action,English,South Korea,2024,Thursday,120,7,70,52.09,21.44,4.65,3.94,6.8,73.7,43.47,188.37,Basic,349.92
NFX022480,Cross-platform well-modulated task-force,Series,Sci-Fi,German,USA,2016,Saturday,107,6,54,56.8,28.1,6.32,6.74,8.1,88.2,62.38,288.31,Standard,443.59
NFX022481,User-centric national firmware,Series,Fantasy,Korean,India,2023,Friday,107,1,7,69.03,38.87,4.58,6.3,5.7,50.1,79.69,297.63,Standard,353.76
NFX022482,Managed tertiary emulation,Movie,Comedy,English,Japan,2015,Thursday,112,0,1,42.43,23.85,3.99,3.41,6.2,66.9,48.04,162.57,Basic,266.43
NFX022483,Face-to-face motivating interface,Series,Thriller,Japanese,South Korea,2021,Sunday,113,5,55,42.45,10.16,7.38,8.4,7,76,26.06,189.12,Standard,218.3
NFX022484,Optional stable groupware,Series,Comedy,French,USA,2020,Sunday,141,2,16,66.85,37.19,1.28,2.44,4,28.7,72.27,214.72,Standard,314.2
NFX022485,Networked uniform solution,Movie,Sci-Fi,Japanese,India,2025,Friday,106,0,1,37.43,5.89,3.11,4.69,8.2,93.9,17.5,109.9,Standard,195.46
NFX022486,Synchronized tangible open architecture,Movie,Drama,German,Spain,2020,Saturday,122,0,1,34.1,19.61,8.68,3.74,6.5,68.2,54.76,236.66,Standard,305.56
NFX022487,Organic human-resource firmware,Movie,Action,Japanese,India,2024,Friday,73,0,1,26.04,13.19,6.68,1.92,5.6,69.7,33.39,196.51,Premium,198.68
NFX022488,Profit-focused foreground adapter,Movie,Fantasy,English,India,2021,Tuesday,140,0,1,36.9,12.35,3.18,4.86,4.6,47.6,34.26,133.7,Premium,189.77
NFX022489,Expanded upward-trending access,Movie,Documentary,French,USA,2022,Saturday,96,0,1,28.1,16.33,6.3,2.08,7.8,72,37.03,203.47,Premium,256.99
NFX022490,Streamlined regional framework,Movie,Sci-Fi,Hindi,Canada,2018,Tuesday,106,0,1,33.99,8.04,6.33,6.95,7.2,69.4,22.97,145.3,Premium,213.04
NFX022491,Extended 3rdgeneration website,Series,Comedy,Japanese,South Korea,2017,Thursday,114,6,42,47.91,18.95,5.51,2.38,4.9,58,38.85,191.41,Basic,280.47
NFX022492,Multi-layered multi-state strategy,Movie,Horror,Japanese,Japan,2020,Wednesday,60,0,1,39.7,18.16,3.26,2.18,4.7,42.6,46.93,142.71,Basic,206.37
NFX022493,Persistent value-added Graphic Interface,Movie,Action,French,UK,2026,Saturday,122,0,1,26.71,9.81,2.15,9.66,5.6,45.1,23.01,112.36,Standard,188.39
NFX022494,Seamless mobile conglomeration,Series,Drama,Spanish,USA,2015,Monday,108,5,70,44.03,6.69,5.19,5.24,5.3,38.1,19.84,137.69,Premium,194.51
NFX022495,Diverse static ability,Movie,Action,English,UK,2024,Friday,137,0,1,22.31,6.49,3.92,5.28,6.1,65.4,19.95,107.32,Basic,152.12
NFX022496,Synchronized background methodology,Movie,Thriller,Korean,Spain,2022,Tuesday,93,0,1,25.25,11.52,8.13,7.22,7.5,83.5,36.3,203.65,Basic,180.84
NFX022497,Networked incremental function,Movie,Documentary,Korean,Spain,2022,Thursday,113,0,1,5,1.72,6.64,1.2,5.2,49.4,12.13,105.29,Premium,81.42
NFX022498,Automated neutral toolset,Movie,Sci-Fi,Korean,India,2026,Sunday,91,0,1,36.63,21.53,3.98,4.68,6.9,60.3,42.31,178.51,Basic,219.93
NFX022499,Function-based local initiative,Series,Fantasy,Korean,Spain,2025,Monday,127,6,66,57.56,9.41,6.84,7.4,9.3,95.1,34.48,128.87,Premium,309.07
NFX022500,Balanced system-worthy parallelism,Movie,Sci-Fi,German,Spain,2016,Sunday,133,0,1,12.27,7.25,7.56,2.35,6.4,55.2,26.41,187.69,Basic,208.33
NFX022501,Ergonomic actuating infrastructure,Movie,Action,Hindi,India,2023,Tuesday,116,0,1,55.29,8.65,1.19,6.87,5.1,50.6,16.04,74.59,Premium,170.86
NFX022502,De-engineered optimal hardware,Movie,Romance,English,Japan,2025,Tuesday,108,0,1,59.16,27.07,1.87,9.59,5.3,48.8,51.32,212.08,Premium,298.66
NFX022503,Total mission-critical encoding,Series,Documentary,Hindi,UK,2024,Wednesday,124,4,40,53.77,30.49,1.94,6.05,5.9,45.2,61.03,211.82,Standard,363.89
